"code_tract","mean_age","mode_age","imputed"
"350160805000035",39.0642701525055,"idade_40a49",FALSE
"350160805000036",42.1333333333333,"idade_20a29",FALSE
"350160805000037",43.6359060402685,"idade_70",FALSE
"350160805000038",44.0703839122486,"idade_20a29",FALSE
"350160805000039",44.9843173431734,"idade_70",FALSE
"350160805000040",43.6803278688525,"idade_50a59",FALSE
"350160805000041",39.1550094517958,"idade_40a49",FALSE
"350160805000042",40.578431372549,"idade_20a29",FALSE
"350160805000043",41.519427402863,"idade_40a49",FALSE
"350160805000044",47.7092696629213,"idade_70",FALSE
"350160805000045",38.1504424778761,"idade_20a29",FALSE
"350160805000046",38.2390829694323,"idade_30a39",FALSE
"350160805000047",39.8975903614458,"idade_30a39",FALSE
"350160805000048",38.008064516129,"idade_20a29",FALSE
"350160805000049",33.7103077121752,"idade_20a29",TRUE
"350160805000050",35.9170100058858,"idade_20a29",FALSE
"350160805000051",34.6197718631179,"idade_20a29",FALSE
"350160805000052",39.5043706293706,"idade_30a39",FALSE
"350160805000053",38.6274617067834,"idade_20a29",FALSE
"350160805000054",38.0210803689065,"idade_40a49",FALSE
"350160805000055",38.8357487922705,"idade_20a29",FALSE
"350160805000056",40.2913669064748,"idade_20a29",FALSE
"350160805000057",36.4909688013136,"idade_20a29",FALSE
"350160805000058",35.6276455026455,"idade_20a29",FALSE
"350160805000059",34.7310606060606,"idade_20a29",FALSE
"350160805000060",38.7675544794189,"idade_20a29",FALSE
"350160805000061",36.1029411764706,"idade_30a39",FALSE
"350160805000062",35.8680465717982,"idade_30a39",FALSE
"350160805000063",34.5105337078652,"idade_20a29",FALSE
"350160805000064",38.7156040268456,"idade_20a29",FALSE
"350160805000065",35.3383233532934,"idade_30a39",FALSE
"350160805000066",36.3353873239437,"idade_30a39",FALSE
